,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency,section,Section
0,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2007,2007-01-01,349985.4496337879,349985.4496337879,A,Annual,,
1,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2008,2008-01-01,496208.2947942699,496208.2947942699,A,Annual,,
2,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2009,2009-01-01,78579.79100000013,78579.79100000013,A,Annual,,
3,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2010,2010-01-01,250316.219906,250316.219906,A,Annual,,
4,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2011,2011-01-01,594544.564,594544.564,A,Annual,,
5,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2012,2012-01-01,617863.6906580881,617863.6906580881,A,Annual,,
6,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2013,2013-01-01,507908.9960882354,507908.9960882354,A,Annual,,
7,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2014,2014-01-01,276593.2661871882,276593.2661871882,A,Annual,,
8,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2015,2015-01-01,-212714.21060165996,-212714.21060165996,A,Annual,,
9,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2016,2016-01-01,-89410.32313254273,-89410.32313254273,A,Annual,,
10,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2017,2017-01-01,39241.094487109076,39241.094487109076,A,Annual,,
11,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2018,2018-01-01,269894.1875525138,269894.1875525138,A,Annual,,
12,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2019,2019-01-01,143362.02211234713,143362.02211234713,A,Annual,,
13,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2020,2020-01-01,-85553.43163480118,-85553.43163480118,A,Annual,,
14,annual,SAMA,BPR,Balance of payments (millions riyals),1.A,Current account - Annual,2021,2021-01-01,166213.18968560742,166213.18968560742,A,Annual,,
15,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2007,2007-01-01,389883.5288837879,389883.5288837879,A,Annual,,
16,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2008,2008-01-01,548133.9061999999,548133.9061999999,A,Annual,,
17,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2009,2009-01-01,149953.4935000001,149953.4935000001,A,Annual,,
18,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2010,2010-01-01,328604.87803100003,328604.87803100003,A,Annual,,
19,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2011,2011-01-01,668425.9002500001,668425.9002500001,A,Annual,,
20,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2012,2012-01-01,690799.8859705881,690799.8859705881,A,Annual,,
21,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2013,2013-01-01,591563.8210882355,591563.8210882355,A,Annual,,
22,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2014,2014-01-01,359873.4168121882,359873.4168121882,A,Annual,,
23,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2015,2015-01-01,-109863.21529149992,-109863.21529149992,A,Annual,,
24,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2016,2016-01-01,10311.957296810026,10311.957296810026,A,Annual,,
25,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2017,2017-01-01,142566.15517871466,142566.15517871466,A,Annual,,
26,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2018,2018-01-01,394976.95703760773,394976.95703760773,A,Annual,,
27,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2019,2019-01-01,250946.53279057879,250946.53279057879,A,Annual,,
28,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2020,2020-01-01,2491.0394513859646,2491.0394513859646,A,Annual,,
29,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.A,Current account - Goods and services - Annual,2021,2021-01-01,275571.6306846214,275571.6306846214,A,Annual,,
30,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2007,2007-01-01,568434.046705588,568434.046705588,A,Annual,,
31,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2008,2008-01-01,797654.0171200001,797654.0171200001,A,Annual,,
32,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2009,2009-01-01,396780.9712,396780.9712,A,Annual,,
33,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2010,2010-01-01,578801.808276,578801.808276,A,Annual,,
34,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2011,2011-01-01,920659.3564009999,920659.3564009999,A,Annual,,
35,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2012,2012-01-01,928123.04544,928123.04544,A,Annual,,
36,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2013,2013-01-01,838371.2449600002,838371.2449600002,A,Annual,,
37,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2014,2014-01-01,693862.8732799999,693862.8732799999,A,Annual,,
38,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2015,2015-01-01,175095.86,175095.86,A,Annual,,
39,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2016,2016-01-01,213832.08999999997,213832.08999999997,A,Annual,,
40,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2017,2017-01-01,375896.19304672,375896.19304672,A,Annual,,
41,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2018,2018-01-01,641890.70641219,641890.70641219,A,Annual,,
42,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2019,2019-01-01,459799.66796815,459799.66796815,A,Annual,,
43,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2020,2020-01-01,176383.32,176383.32,A,Annual,,
44,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.A,Current account - Goods and services - Goods - General merchandise - Annual,2021,2021-01-01,520068.99000000005,520068.99000000005,A,Annual,,
45,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2007,2007-01-01,874010.0,874010.0,A,Annual,,
46,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2008,2008-01-01,1175065.516,1175065.516,A,Annual,,
47,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2009,2009-01-01,720713.52,720713.52,A,Annual,,
48,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2010,2010-01-01,941259.544431,941259.544431,A,Annual,,
49,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2011,2011-01-01,1366929.5484,1366929.5484,A,Annual,,
50,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2012,2012-01-01,1455622.192,1455622.192,A,Annual,,
51,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2013,2013-01-01,1408819.2280000001,1408819.2280000001,A,Annual,,
52,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2014,2014-01-01,1283345.176,1283345.176,A,Annual,,
53,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2015,2015-01-01,762117.0,762117.0,A,Annual,,
54,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2016,2016-01-01,685660.0,685660.0,A,Annual,,
55,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2017,2017-01-01,829876.170389,829876.170389,A,Annual,,
56,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2018,2018-01-01,1101993.583778,1101993.583778,A,Annual,,
57,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2019,2019-01-01,977886.161725,977886.161725,A,Annual,,
58,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2020,2020-01-01,644603.0,644603.0,A,Annual,,
59,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.A,Current account - Goods and services - Goods - General merchandise - Credit - Annual,2021,2021-01-01,1031582.0,1031582.0,A,Annual,,
60,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2007,2007-01-01,104077.0,104077.0,A,Annual,,
61,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2008,2008-01-01,121205.516,121205.516,A,Annual,,
62,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2009,2009-01-01,109223.52,109223.52,A,Annual,,
63,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2010,2010-01-01,134083.54443100002,134083.54443100002,A,Annual,,
64,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2011,2011-01-01,175878.54839999997,175878.54839999997,A,Annual,,
65,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2012,2012-01-01,190188.192,190188.192,A,Annual,,
66,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2013,2013-01-01,201739.228,201739.228,A,Annual,,
67,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2014,2014-01-01,216254.176,216254.176,A,Annual,,
68,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2015,2015-01-01,188705.0,188705.0,A,Annual,,
69,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2016,2016-01-01,174931.0,174931.0,A,Annual,,
70,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2017,2017-01-01,191473.42017499998,191473.42017499998,A,Annual,,
71,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2018,2018-01-01,233551.583778,233551.583778,A,Annual,,
72,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2019,2019-01-01,226058.033043,226058.033043,A,Annual,,
73,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2020,2020-01-01,197005.0,197005.0,A,Annual,,
74,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.n.A,Current account - Goods and services - Goods - General merchandise - Credit - Non Oil Exports - Annual,2021,2021-01-01,273458.0,273458.0,A,Annual,,
75,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2007,2007-01-01,769933.0,769933.0,A,Annual,,
76,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2008,2008-01-01,1053860.0,1053860.0,A,Annual,,
77,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2009,2009-01-01,611490.0,611490.0,A,Annual,,
78,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2010,2010-01-01,807176.0,807176.0,A,Annual,,
79,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2011,2011-01-01,1191051.0,1191051.0,A,Annual,,
80,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2012,2012-01-01,1265434.0,1265434.0,A,Annual,,
81,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2013,2013-01-01,1207080.0,1207080.0,A,Annual,,
82,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2014,2014-01-01,1067091.0,1067091.0,A,Annual,,
83,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2015,2015-01-01,573412.0,573412.0,A,Annual,,
84,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2016,2016-01-01,510729.0,510729.0,A,Annual,,
85,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2017,2017-01-01,638402.750214,638402.750214,A,Annual,,
86,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2018,2018-01-01,868442.0,868442.0,A,Annual,,
87,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2019,2019-01-01,751828.128682,751828.128682,A,Annual,,
88,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2020,2020-01-01,447598.0,447598.0,A,Annual,,
89,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.c.o.A,Current account - Goods and services - Goods - General merchandise - Credit - Oil Exports - Annual,2021,2021-01-01,758124.0,758124.0,A,Annual,,
90,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2007,2007-01-01,305575.953294412,305575.953294412,A,Annual,,
91,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2008,2008-01-01,377411.49887999997,377411.49887999997,A,Annual,,
92,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2009,2009-01-01,323932.5488,323932.5488,A,Annual,,
93,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2010,2010-01-01,362457.736155,362457.736155,A,Annual,,
94,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2011,2011-01-01,446270.191999,446270.191999,A,Annual,,
95,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2012,2012-01-01,527499.14656,527499.14656,A,Annual,,
96,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2013,2013-01-01,570447.98304,570447.98304,A,Annual,,
97,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2014,2014-01-01,589482.30272,589482.30272,A,Annual,,
98,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2015,2015-01-01,587021.14,587021.14,A,Annual,,
99,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2016,2016-01-01,471827.91000000003,471827.91000000003,A,Annual,,
100,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2017,2017-01-01,453979.97734228,453979.97734228,A,Annual,,
101,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2018,2018-01-01,460102.87736581,460102.87736581,A,Annual,,
102,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2019,2019-01-01,518086.49375685,518086.49375685,A,Annual,,
103,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2020,2020-01-01,468219.68,468219.68,A,Annual,,
104,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.A,Current account - Goods and services - Goods - General merchandise - Debit - Annual,2021,2021-01-01,511513.00999999995,511513.00999999995,A,Annual,,
105,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2007,2007-01-01,19991.0,19991.0,A,Annual,,
106,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2008,2008-01-01,21471.0,21471.0,A,Annual,,
107,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2009,2009-01-01,23768.0,23768.0,A,Annual,,
108,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2010,2010-01-01,19641.0,19641.0,A,Annual,,
109,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2011,2011-01-01,24380.0,24380.0,A,Annual,,
110,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2012,2012-01-01,27720.0,27720.0,A,Annual,,
111,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2013,2013-01-01,30513.0,30513.0,A,Annual,,
112,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2014,2014-01-01,36197.0,36197.0,A,Annual,,
113,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2015,2015-01-01,32213.0,32213.0,A,Annual,,
114,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2016,2016-01-01,29843.0,29843.0,A,Annual,,
115,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2017,2017-01-01,31866.797223,31866.797223,A,Annual,,
116,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2018,2018-01-01,31689.0,31689.0,A,Annual,,
117,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2019,2019-01-01,41851.967145,41851.967145,A,Annual,,
118,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2020,2020-01-01,35371.0,35371.0,A,Annual,,
119,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.1.d.o.A,Current account - Goods and services - Goods - General merchandise - Debit - Of which: 1.A.a.1.1 Re-exports (credit) - Annual,2021,2021-01-01,46053.0,46053.0,A,Annual,,
120,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2007,2007-01-01,-3565.0,-3565.0,A,Annual,,
121,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2008,2008-01-01,-2553.05712,-2553.05712,A,Annual,,
122,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2009,2009-01-01,-2169.8712,-2169.8712,A,Annual,,
123,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2010,2010-01-01,-2383.5682450000004,-2383.5682450000004,A,Annual,,
124,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2011,2011-01-01,-2891.946401,-2891.946401,A,Annual,,
125,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2012,2012-01-01,-3483.87544,-3483.87544,A,Annual,,
126,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2013,2013-01-01,-3780.86496,-3780.86496,A,Annual,,
127,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2014,2014-01-01,-3882.005752,-3882.005752,A,Annual,,
128,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2015,2015-01-01,-9100.614,-9100.614,A,Annual,,
129,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2016,2016-01-01,-4716.85,-4716.85,A,Annual,,
130,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2017,2017-01-01,-6667.23622539,-6667.23622539,A,Annual,,
131,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2018,2018-01-01,-9080.146412189999,-9080.146412189999,A,Annual,,
132,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2019,2019-01-01,-4789.628338789999,-4789.628338789999,A,Annual,,
133,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2020,2020-01-01,3407.5699999999997,3407.5699999999997,A,Annual,,
134,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.A,Current account - Goods and services - Goods - Nonmonetary gold - Annual,2021,2021-01-01,-8330.598000000002,-8330.598000000002,A,Annual,,
135,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2007,2007-01-01,393.0,393.0,A,Annual,,
136,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2008,2008-01-01,486.48400000000004,486.48400000000004,A,Annual,,
137,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2009,2009-01-01,438.47999999999996,438.47999999999996,A,Annual,,
138,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2010,2010-01-01,525.4556,525.4556,A,Annual,,
139,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2011,2011-01-01,690.4516,690.4516,A,Annual,,
140,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2012,2012-01-01,763.808,763.808,A,Annual,,
141,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2013,2013-01-01,809.772,809.772,A,Annual,,
142,annual,SAMA,BPR,Balance of payments (millions riyals),1.A.a.2.c.A,Current account - Goods and services - Goods - Nonmonetary gold - Credit - Annual,2014,2014-01-01,868.1239999999999,868.1239999999999,A,Annual,,
