,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency,section,Section
1246,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2008,2008-01-01,-86293.947,-86293.947,A,Annual,,
1247,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2009,2009-01-01,-103772.165,-103772.165,A,Annual,,
1248,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2010,2010-01-01,-104703.32,-104703.32,A,Annual,,
1249,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2011,2011-01-01,-110196.7325,-110196.7325,A,Annual,,
1250,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2012,2012-01-01,-114143.5,-114143.5,A,Annual,,
1251,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2013,2013-01-01,-134510.05000000002,-134510.05000000002,A,Annual,,
1252,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2014,2014-01-01,-145252.4625,-145252.4625,A,Annual,,
1253,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2015,2015-01-01,-167651.05500000002,-167651.05500000002,A,Annual,,
1254,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2016,2016-01-01,-158697.695,-158697.695,A,Annual,,
1255,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2017,2017-01-01,-143442.1642,-143442.1642,A,Annual,,
1256,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2018,2018-01-01,-153998.36423305,-153998.36423305,A,Annual,,
1257,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2019,2019-01-01,-137207.517,-137207.517,A,Annual,,
1258,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2020,2020-01-01,-140350.752980068,-140350.752980068,A,Annual,,
1259,annual,SAMA,BPR,Balance of payments (millions riyals),1.C.A,Current account - Secondary income - Annual,2021,2021-01-01,-166392.71544004095,-166392.71544004095,A,Annual,,
1260,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2007,2007-01-01,NA,,A,Annual,,
1261,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2008,2008-01-01,NA,,A,Annual,,
1262,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2009,2009-01-01,NA,,A,Annual,,
1263,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2010,2010-01-01,NA,,A,Annual,,
1264,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2011,2011-01-01,NA,,A,Annual,,
1265,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2012,2012-01-01,-1017.0,-1017.0,A,Annual,,
1266,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2013,2013-01-01,-1257.0,-1257.0,A,Annual,,
1267,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2014,2014-01-01,-1233.0,-1233.0,A,Annual,,
1268,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2015,2015-01-01,-3983.2,-3983.2,A,Annual,,
1269,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2016,2016-01-01,-3365.2,-3365.2,A,Annual,,
1270,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2017,2017-01-01,-6931.299999999999,-6931.299999999999,A,Annual,,
1271,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2018,2018-01-01,-8732.764,-8732.764,A,Annual,,
1272,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2019,2019-01-01,-6498.946999999999,-6498.946999999999,A,Annual,,
1273,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2020,2020-01-01,-6917.1,-6917.1,A,Annual,,
1274,annual,SAMA,BPR,Balance of payments (millions riyals),2.A,Capital Account - Annual,2021,2021-01-01,-4941.5,-4941.5,A,Annual,,
1275,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2007,2007-01-01,NA,,A,Annual,,
1276,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2008,2008-01-01,NA,,A,Annual,,
1277,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2009,2009-01-01,NA,,A,Annual,,
1278,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2010,2010-01-01,NA,,A,Annual,,
1279,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2011,2011-01-01,NA,,A,Annual,,
1280,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2012,2012-01-01,-1017.0,-1017.0,A,Annual,,
1281,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2013,2013-01-01,-1257.0,-1257.0,A,Annual,,
1282,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2014,2014-01-01,-1233.0,-1233.0,A,Annual,,
1283,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2015,2015-01-01,-3983.2,-3983.2,A,Annual,,
1284,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2016,2016-01-01,-3365.2,-3365.2,A,Annual,,
1285,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2017,2017-01-01,-6931.299999999999,-6931.299999999999,A,Annual,,
1286,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2018,2018-01-01,-8732.764,-8732.764,A,Annual,,
1287,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2019,2019-01-01,-6498.946999999999,-6498.946999999999,A,Annual,,
1288,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2020,2020-01-01,-6917.1,-6917.1,A,Annual,,
1289,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.A,Capital Account - Capital Transfer - Annual,2021,2021-01-01,-4941.5,-4941.5,A,Annual,,
1290,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2007,2007-01-01,NA,,A,Annual,,
1291,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2008,2008-01-01,NA,,A,Annual,,
1292,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2009,2009-01-01,NA,,A,Annual,,
1293,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2010,2010-01-01,NA,,A,Annual,,
1294,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2011,2011-01-01,NA,,A,Annual,,
1295,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2012,2012-01-01,NA,,A,Annual,,
1296,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2013,2013-01-01,NA,,A,Annual,,
1297,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2014,2014-01-01,NA,,A,Annual,,
1298,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2015,2015-01-01,NA,,A,Annual,,
1299,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2016,2016-01-01,NA,,A,Annual,,
1300,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2017,2017-01-01,NA,,A,Annual,,
1301,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2018,2018-01-01,NA,,A,Annual,,
1302,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2019,2019-01-01,NA,,A,Annual,,
1303,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2020,2020-01-01,NA,,A,Annual,,
1304,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.c.A,Capital Account - Capital Transfer - Credit - Annual,2021,2021-01-01,NA,,A,Annual,,
1305,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2007,2007-01-01,NA,,A,Annual,,
1306,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2008,2008-01-01,NA,,A,Annual,,
1307,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2009,2009-01-01,NA,,A,Annual,,
1308,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2010,2010-01-01,NA,,A,Annual,,
1309,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2011,2011-01-01,NA,,A,Annual,,
1310,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2012,2012-01-01,1017.0,1017.0,A,Annual,,
1311,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2013,2013-01-01,1257.0,1257.0,A,Annual,,
1312,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2014,2014-01-01,1233.0,1233.0,A,Annual,,
1313,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2015,2015-01-01,3983.2,3983.2,A,Annual,,
1314,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2016,2016-01-01,3365.2,3365.2,A,Annual,,
1315,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2017,2017-01-01,6931.299999999999,6931.299999999999,A,Annual,,
1316,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2018,2018-01-01,8732.764,8732.764,A,Annual,,
1317,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2019,2019-01-01,6498.946999999999,6498.946999999999,A,Annual,,
1318,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2020,2020-01-01,6917.1,6917.1,A,Annual,,
1319,annual,SAMA,BPR,Balance of payments (millions riyals),2.t.d.A,Capital Account - Capital Transfer - Debit - Annual,2021,2021-01-01,4941.5,4941.5,A,Annual,,
1320,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2007,2007-01-01,-91700.20000000001,-91700.20000000001,A,Annual,,
1321,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2008,2008-01-01,-134843.414735,-134843.414735,A,Annual,,
1322,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2009,2009-01-01,-128551.4875,-128551.4875,A,Annual,,
1323,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2010,2010-01-01,-94971.9675,-94971.9675,A,Annual,,
1324,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2011,2011-01-01,-48293.855,-48293.855,A,Annual,,
1325,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2012,2012-01-01,-29178.09375,-29178.09375,A,Annual,,
1326,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2013,2013-01-01,-14705.250000000007,-14705.250000000007,A,Annual,,
1327,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2014,2014-01-01,-9809.237499999996,-9809.237499999996,A,Annual,,
1328,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2015,2015-01-01,-10316.618750000005,-10316.618750000005,A,Annual,,
1329,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2016,2016-01-01,5563.5824999999895,5563.5824999999895,A,Annual,,
1330,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2017,2017-01-01,21977.833430663304,21977.833430663304,A,Annual,,
1331,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2018,2018-01-01,56269.53517316166,56269.53517316166,A,Annual,,
1332,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2019,2019-01-01,33691.844670368584,33691.844670368584,A,Annual,,
1333,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2020,2020-01-01,-1830.8789722837282,-1830.8789722837282,A,Annual,,
1334,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.A,Financial account - Direct investment - Annual,2021,2021-01-01,17153.515351168404,17153.515351168404,A,Annual,,
1335,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2007,2007-01-01,-505.6,-505.6,A,Annual,,
1336,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2008,2008-01-01,13116.074999999999,13116.074999999999,A,Annual,,
1337,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2009,2009-01-01,8164.762500000001,8164.762500000001,A,Annual,,
1338,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2010,2010-01-01,14650.682499999999,14650.682499999999,A,Annual,,
1339,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2011,2011-01-01,12862.195,12862.195,A,Annual,,
1340,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2012,2012-01-01,16505.80625,16505.80625,A,Annual,,
1341,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2013,2013-01-01,18537.35,18537.35,A,Annual,,
1342,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2014,2014-01-01,20234.9625,20234.9625,A,Annual,,
1343,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2015,2015-01-01,20212.231249999997,20212.231249999997,A,Annual,,
1344,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2016,2016-01-01,33510.58249999999,33510.58249999999,A,Annual,,
1345,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2017,2017-01-01,27298.496982415112,27298.496982415112,A,Annual,,
1346,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2018,2018-01-01,72196.23177338144,72196.23177338144,A,Annual,,
1347,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2019,2019-01-01,50801.49593649706,50801.49593649706,A,Annual,,
1348,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2020,2020-01-01,18415.959926132142,18415.959926132142,A,Annual,,
1349,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.na.A,Financial account - Direct investment - Net acquisition of financial assets - Annual,2021,2021-01-01,89474.6787935682,89474.6787935682,A,Annual,,
1350,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2007,2007-01-01,91194.6,91194.6,A,Annual,,
1351,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2008,2008-01-01,147959.489735,147959.489735,A,Annual,,
1352,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2009,2009-01-01,136716.25,136716.25,A,Annual,,
1353,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2010,2010-01-01,109622.65,109622.65,A,Annual,,
1354,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2011,2011-01-01,61156.05,61156.05,A,Annual,,
1355,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2012,2012-01-01,45683.9,45683.9,A,Annual,,
1356,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2013,2013-01-01,33242.600000000006,33242.600000000006,A,Annual,,
1357,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2014,2014-01-01,30044.199999999997,30044.199999999997,A,Annual,,
1358,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2015,2015-01-01,30528.850000000002,30528.850000000002,A,Annual,,
1359,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2016,2016-01-01,27947.0,27947.0,A,Annual,,
1360,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2017,2017-01-01,5320.663551751807,5320.663551751807,A,Annual,,
1361,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2018,2018-01-01,15926.69660021978,15926.69660021978,A,Annual,,
1362,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2019,2019-01-01,17109.651266128472,17109.651266128472,A,Annual,,
1363,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2020,2020-01-01,20246.83889841587,20246.83889841587,A,Annual,,
1364,annual,SAMA,BPR,Balance of payments (millions riyals),3.1.ni.A,Financial account - Direct investment - Net incurrence of liabilities - Annual,2021,2021-01-01,72321.16344239979,72321.16344239979,A,Annual,,
1365,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2007,2007-01-01,NA,,A,Annual,,
1366,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2008,2008-01-01,25885.0,25885.0,A,Annual,,
1367,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2009,2009-01-01,28845.5625,28845.5625,A,Annual,,
1368,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2010,2010-01-01,66635.4825,66635.4825,A,Annual,,
1369,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2011,2011-01-01,38823.695,38823.695,A,Annual,,
1370,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2012,2012-01-01,17206.30625,17206.30625,A,Annual,,
1371,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2013,2013-01-01,29617.350000000002,29617.350000000002,A,Annual,,
1372,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2014,2014-01-01,65751.0245,65751.0245,A,Annual,,
1373,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2015,2015-01-01,26617.025455849976,26617.025455849976,A,Annual,,
1374,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2016,2016-01-01,42881.01087275994,42881.01087275994,A,Annual,,
1375,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2017,2017-01-01,66459.6961873,66459.6961873,A,Annual,,
1376,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2018,2018-01-01,95242.36584526571,95242.36584526571,A,Annual,,
1377,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2019,2019-01-01,123654.31406345,123654.31406345,A,Annual,,
1378,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2020,2020-01-01,217584.2024859626,217584.2024859626,A,Annual,,
1379,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.1.A,Financial account - Portfolio investment - Equity and investment fund shares - Annual,2021,2021-01-01,208080.9005069434,208080.9005069434,A,Annual,,
1380,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2007,2007-01-01,NA,,A,Annual,,
1381,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2008,2008-01-01,-11457.0,-11457.0,A,Annual,,
1382,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2009,2009-01-01,46654.999999999985,46654.999999999985,A,Annual,,
1383,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2010,2010-01-01,-4171.999999999989,-4171.999999999989,A,Annual,,
1384,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2011,2011-01-01,19016.0,19016.0,A,Annual,,
1385,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2012,2012-01-01,-1856.0,-1856.0,A,Annual,,
1386,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2013,2013-01-01,1837.0,1837.0,A,Annual,,
1387,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2014,2014-01-01,35433.945,35433.945,A,Annual,,
1388,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2015,2015-01-01,12464.210000000001,12464.210000000001,A,Annual,,
1389,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2016,2016-01-01,-22573.314663020014,-22573.314663020014,A,Annual,,
1390,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2017,2017-01-01,5550.61632418,5550.61632418,A,Annual,,
1391,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2018,2018-01-01,11689.685889580021,11689.685889580021,A,Annual,,
1392,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2019,2019-01-01,5982.847653479979,5982.847653479979,A,Annual,,
1393,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2020,2020-01-01,-16764.85487236,-16764.85487236,A,Annual,,
1394,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.A,Financial account - Portfolio investment - Debt securities - Annual,2021,2021-01-01,534.6608905300081,534.6608905300081,A,Annual,,
1395,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2007,2007-01-01,NA,,A,Annual,,
1396,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2008,2008-01-01,8313.826764114829,8313.826764114829,A,Annual,,
1397,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2009,2009-01-01,-19.59999999999991,-19.59999999999991,A,Annual,,
1398,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2010,2010-01-01,5635.0,5635.0,A,Annual,,
1399,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2011,2011-01-01,-2339.0,-2339.0,A,Annual,,
1400,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2012,2012-01-01,3409.0,3409.0,A,Annual,,
1401,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2013,2013-01-01,6681.2,6681.2,A,Annual,,
1402,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2014,2014-01-01,759.3800000000001,759.3800000000001,A,Annual,,
1403,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2015,2015-01-01,-1305.0,-1305.0,A,Annual,,
1404,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2016,2016-01-01,63105.92,63105.92,A,Annual,,
1405,annual,SAMA,BPR,Balance of payments (millions riyals),3.2.2.ni.A,Financial account - Portfolio investment - Debt securities - Net incurrence of liabilities - Annual,2017,2017-01-01,81531.20279,81531.20279,A,Annual,,
