,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,Frequency
11150,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2002,2002-01-01,1.25,1.25,A,Annually
11151,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2003,2003-01-01,1.22,1.22,A,Annually
11152,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2004,2004-01-01,1.23,1.23,A,Annually
11153,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2005,2005-01-01,1.24,1.24,A,Annually
11154,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2006,2006-01-01,1.27,1.27,A,Annually
11155,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2007,2007-01-01,1.31,1.31,A,Annually
11156,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2008,2008-01-01,1.39,1.39,A,Annually
11157,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2009,2009-01-01,1.4,1.4,A,Annually
11158,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2010,2010-01-01,1.38,1.38,A,Annually
11159,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2011,2011-01-01,1.3,1.3,A,Annually
11160,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2012,2012-01-01,1.3,1.3,A,Annually
11161,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2013,2013-01-01,1.26,1.26,A,Annually
11162,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2014,2014-01-01,1.29,1.29,A,Annually
11163,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2015,2015-01-01,1.29,1.29,A,Annually
11164,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2016,2016-01-01,1.36,1.36,A,Annually
11165,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2017,2017-01-01,1.45,1.45,A,Annually
11166,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2018,2018-01-01,1.43,1.43,A,Annually
11167,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2019,2019-01-01,1.42,1.42,A,Annually
11168,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2020,2020-01-01,1.38,1.38,A,Annually
11169,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1989,1989-01-01,383.1,383.1,A,Annually
11170,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1990,1990-01-01,390.3,390.3,A,Annually
11171,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1991,1991-01-01,405.7,405.7,A,Annually
11172,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1992,1992-01-01,394.7,394.7,A,Annually
11173,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1993,1993-01-01,392.3,392.3,A,Annually
11174,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1994,1994-01-01,386.4,386.4,A,Annually
11175,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1995,1995-01-01,386.1,386.1,A,Annually
11176,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1996,1996-01-01,385.5,385.5,A,Annually
11177,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1997,1997-01-01,380.2,380.2,A,Annually
11178,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1998,1998-01-01,375.3,375.3,A,Annually
11179,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),1999,1999-01-01,381.4,381.4,A,Annually
11180,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2000,2000-01-01,368.0,368.0,A,Annually
11181,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2001,2001-01-01,363.2,363.2,A,Annually
11182,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2002,2002-01-01,359.5,359.5,A,Annually
11183,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2003,2003-01-01,365.2,365.2,A,Annually
11184,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2004,2004-01-01,363.5,363.5,A,Annually
11185,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2005,2005-01-01,368.3,368.3,A,Annually
11186,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2006,2006-01-01,369.7,369.7,A,Annually
11187,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2007,2007-01-01,377.2,377.2,A,Annually
11188,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2008,2008-01-01,379.4,379.4,A,Annually
11189,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2009,2009-01-01,384.9,384.9,A,Annually
11190,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2010,2010-01-01,378.5,378.5,A,Annually
11191,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2011,2011-01-01,375.5,375.5,A,Annually
11192,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2012,2012-01-01,384.8,384.8,A,Annually
11193,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2013,2013-01-01,387.3,387.3,A,Annually
11194,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2014,2014-01-01,376.5,376.5,A,Annually
11195,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2015,2015-01-01,394.9,394.9,A,Annually
11196,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2016,2016-01-01,388.0,388.0,A,Annually
11197,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2017,2017-01-01,402.9,402.9,A,Annually
11198,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2018,2018-01-01,414.2,414.2,A,Annually
11199,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2019,2019-01-01,409.7,409.7,A,Annually
11200,annual,STATPOL,APOP,POPULATION,APOP-35,Total deaths - in thous. (line 35),2020,2020-01-01,477.4,477.4,A,Annually
11201,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1989,1989-01-01,10.0,10.0,A,Annually
11202,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1990,1990-01-01,10.2,10.2,A,Annually
11203,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1991,1991-01-01,10.6,10.6,A,Annually
11204,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1992,1992-01-01,10.3,10.3,A,Annually
11205,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1993,1993-01-01,10.2,10.2,A,Annually
11206,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1994,1994-01-01,10.1,10.1,A,Annually
11207,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1995,1995-01-01,10.1,10.1,A,Annually
11208,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1996,1996-01-01,10.1,10.1,A,Annually
11209,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1997,1997-01-01,9.9,9.9,A,Annually
11210,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1998,1998-01-01,9.8,9.8,A,Annually
11211,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),1999,1999-01-01,10.0,10.0,A,Annually
11212,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2000,2000-01-01,9.6,9.6,A,Annually
11213,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2001,2001-01-01,9.5,9.5,A,Annually
11214,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2002,2002-01-01,9.4,9.4,A,Annually
11215,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2003,2003-01-01,9.6,9.6,A,Annually
11216,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2004,2004-01-01,9.5,9.5,A,Annually
11217,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2005,2005-01-01,9.7,9.7,A,Annually
11218,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2006,2006-01-01,9.7,9.7,A,Annually
11219,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2007,2007-01-01,9.9,9.9,A,Annually
11220,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2008,2008-01-01,10.0,10.0,A,Annually
11221,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2009,2009-01-01,10.1,10.1,A,Annually
11222,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2010,2010-01-01,9.8,9.8,A,Annually
11223,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2011,2011-01-01,9.7,9.7,A,Annually
11224,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2012,2012-01-01,10.0,10.0,A,Annually
11225,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2013,2013-01-01,10.1,10.1,A,Annually
11226,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2014,2014-01-01,9.8,9.8,A,Annually
11227,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2015,2015-01-01,10.3,10.3,A,Annually
11228,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2016,2016-01-01,10.1,10.1,A,Annually
11229,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2017,2017-01-01,10.5,10.5,A,Annually
11230,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2018,2018-01-01,10.8,10.8,A,Annually
11231,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2019,2019-01-01,10.7,10.7,A,Annually
11232,annual,STATPOL,APOP,POPULATION,APOP-36,Total deaths - per 1000 population (line 36),2020,2020-01-01,12.4,12.4,A,Annually
11233,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1989,1989-01-01,52.1,52.1,A,Annually
11234,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1990,1990-01-01,52.2,52.2,A,Annually
11235,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1991,1991-01-01,52.5,52.5,A,Annually
11236,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1992,1992-01-01,52.2,52.2,A,Annually
11237,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1993,1993-01-01,51.9,51.9,A,Annually
11238,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1994,1994-01-01,51.1,51.1,A,Annually
11239,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1995,1995-01-01,50.4,50.4,A,Annually
11240,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1996,1996-01-01,50.4,50.4,A,Annually
11241,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1997,1997-01-01,48.5,48.5,A,Annually
11242,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1998,1998-01-01,48.9,48.9,A,Annually
11243,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),1999,1999-01-01,47.6,47.6,A,Annually
11244,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2000,2000-01-01,47.7,47.7,A,Annually
11245,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2001,2001-01-01,47.9,47.9,A,Annually
11246,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2002,2002-01-01,47.1,47.1,A,Annually
11247,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2003,2003-01-01,47.2,47.2,A,Annually
11248,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2004,2004-01-01,46.4,46.4,A,Annually
11249,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2005,2005-01-01,45.7,45.7,A,Annually
11250,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2006,2006-01-01,45.6,45.6,A,Annually
11251,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2007,2007-01-01,45.4,45.4,A,Annually
11252,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2008,2008-01-01,45.6,45.6,A,Annually
11253,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2009,2009-01-01,46.2,46.2,A,Annually
11254,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2010,2010-01-01,46.0,46.0,A,Annually
11255,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2011,2011-01-01,45.2,45.2,A,Annually
11256,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2012,2012-01-01,46.1,46.1,A,Annually
11257,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2013,2013-01-01,45.8,45.8,A,Annually
11258,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2014,2014-01-01,45.1,45.1,A,Annually
11259,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2015,2015-01-01,45.7,45.7,A,Annually
11260,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2016,2016-01-01,43.3,43.3,A,Annually
11261,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2017,2017-01-01,41.5,41.5,A,Annually
11262,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2018,2018-01-01,40.5,40.5,A,Annually
11263,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2019,2019-01-01,39.4,39.4,A,Annually
11264,annual,STATPOL,APOP,POPULATION,APOP-38,Deaths by causes: - diseases of the circulatory system - in  % (line 38),2020,2020-01-01,NA,,A,Annually
11265,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1989,1989-01-01,18.7,18.7,A,Annually
11266,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1990,1990-01-01,18.7,18.7,A,Annually
11267,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1991,1991-01-01,18.2,18.2,A,Annually
11268,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1992,1992-01-01,18.7,18.7,A,Annually
11269,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1993,1993-01-01,19.3,19.3,A,Annually
11270,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1994,1994-01-01,19.8,19.8,A,Annually
11271,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1995,1995-01-01,20.2,20.2,A,Annually
11272,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1996,1996-01-01,20.4,20.4,A,Annually
11273,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1997,1997-01-01,20.9,20.9,A,Annually
11274,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1998,1998-01-01,21.9,21.9,A,Annually
11275,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),1999,1999-01-01,21.4,21.4,A,Annually
11276,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2000,2000-01-01,23.0,23.0,A,Annually
11277,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2001,2001-01-01,23.8,23.8,A,Annually
11278,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2002,2002-01-01,24.4,24.4,A,Annually
11279,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2003,2003-01-01,24.2,24.2,A,Annually
11280,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2004,2004-01-01,24.7,24.7,A,Annually
11281,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2005,2005-01-01,24.5,24.5,A,Annually
11282,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2006,2006-01-01,24.8,24.8,A,Annually
11283,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2007,2007-01-01,24.6,24.6,A,Annually
11284,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2008,2008-01-01,24.5,24.5,A,Annually
11285,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2009,2009-01-01,24.2,24.2,A,Annually
11286,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2010,2010-01-01,24.5,24.5,A,Annually
11287,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2011,2011-01-01,24.6,24.6,A,Annually
11288,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2012,2012-01-01,24.6,24.6,A,Annually
11289,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2013,2013-01-01,24.3,24.3,A,Annually
11290,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2014,2014-01-01,25.4,25.4,A,Annually
11291,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2015,2015-01-01,25.5,25.5,A,Annually
11292,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2016,2016-01-01,25.8,25.8,A,Annually
11293,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2017,2017-01-01,24.7,24.7,A,Annually
11294,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2018,2018-01-01,24.5,24.5,A,Annually
11295,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2019,2019-01-01,24.5,24.5,A,Annually
11296,annual,STATPOL,APOP,POPULATION,APOP-39,Deaths by causes: - malignant neoplasms - in  % (line 39),2020,2020-01-01,NA,,A,Annually
11297,annual,STATPOL,APOP,POPULATION,APOP-40,Deaths by causes: - injuries and poisonings - in  % (line 40),1989,1989-01-01,7.2,7.2,A,Annually
11298,annual,STATPOL,APOP,POPULATION,APOP-40,Deaths by causes: - injuries and poisonings - in  % (line 40),1990,1990-01-01,7.6,7.6,A,Annually
11299,annual,STATPOL,APOP,POPULATION,APOP-40,Deaths by causes: - injuries and poisonings - in  % (line 40),1991,1991-01-01,7.8,7.8,A,Annually
