,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,frequency,Frequency
0,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-01,2005-01-01,0.55,0.55,M,Monthly
1,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-02,2005-02-01,0.02,0.02,M,Monthly
2,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-03,2005-03-01,0.26,0.26,M,Monthly
3,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-04,2005-04-01,0.71,0.71,M,Monthly
4,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-05,2005-05-01,0.92,0.92,M,Monthly
5,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-06,2005-06-01,0.1,0.1,M,Monthly
6,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-07,2005-07-01,-0.57,-0.57,M,Monthly
7,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-08,2005-08-01,0.85,0.85,M,Monthly
8,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-09,2005-09-01,1.02,1.02,M,Monthly
9,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-10,2005-10-01,1.79,1.79,M,Monthly
10,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-11,2005-11-01,1.4,1.4,M,Monthly
11,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2005-12,2005-12-01,0.42,0.42,M,Monthly
12,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-01,2006-01-01,0.75,0.75,M,Monthly
13,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-02,2006-02-01,0.22,0.22,M,Monthly
14,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-03,2006-03-01,0.27,0.27,M,Monthly
15,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-04,2006-04-01,1.34,1.34,M,Monthly
16,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-05,2006-05-01,1.88,1.88,M,Monthly
17,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-06,2006-06-01,0.34,0.34,M,Monthly
18,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-07,2006-07-01,0.85,0.85,M,Monthly
19,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-08,2006-08-01,-0.44,-0.44,M,Monthly
20,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-09,2006-09-01,1.29,1.29,M,Monthly
21,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-10,2006-10-01,1.27,1.27,M,Monthly
22,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-11,2006-11-01,1.29,1.29,M,Monthly
23,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2006-12,2006-12-01,0.23,0.23,M,Monthly
24,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-01,2007-01-01,1.0,1.0,M,Monthly
25,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-02,2007-02-01,0.43,0.43,M,Monthly
26,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-03,2007-03-01,0.92,0.92,M,Monthly
27,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-04,2007-04-01,1.21,1.21,M,Monthly
28,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-05,2007-05-01,0.5,0.5,M,Monthly
29,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-06,2007-06-01,-0.24,-0.24,M,Monthly
30,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-07,2007-07-01,-0.73,-0.73,M,Monthly
31,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-08,2007-08-01,0.02,0.02,M,Monthly
32,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-09,2007-09-01,1.03,1.03,M,Monthly
33,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-10,2007-10-01,1.81,1.81,M,Monthly
34,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-11,2007-11-01,1.95,1.95,M,Monthly
35,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2007-12,2007-12-01,0.22,0.22,M,Monthly
36,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-01,2008-01-01,0.8,0.8,M,Monthly
37,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-02,2008-02-01,1.29,1.29,M,Monthly
38,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-03,2008-03-01,0.96,0.96,M,Monthly
39,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-04,2008-04-01,1.68,1.68,M,Monthly
40,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-05,2008-05-01,1.49,1.49,M,Monthly
41,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-06,2008-06-01,-0.36,-0.36,M,Monthly
42,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-07,2008-07-01,0.58,0.58,M,Monthly
43,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-08,2008-08-01,-0.24,-0.24,M,Monthly
44,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-09,2008-09-01,0.45,0.45,M,Monthly
45,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-10,2008-10-01,2.6,2.6,M,Monthly
46,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-11,2008-11-01,0.83,0.83,M,Monthly
47,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2008-12,2008-12-01,-0.41,-0.41,M,Monthly
48,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-01,2009-01-01,0.29,0.29,M,Monthly
49,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-02,2009-02-01,-0.34,-0.34,M,Monthly
50,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-03,2009-03-01,1.1,1.1,M,Monthly
51,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-04,2009-04-01,0.02,0.02,M,Monthly
52,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-05,2009-05-01,0.64,0.64,M,Monthly
53,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-06,2009-06-01,0.11,0.11,M,Monthly
54,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-07,2009-07-01,0.25,0.25,M,Monthly
55,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-08,2009-08-01,-0.3,-0.3,M,Monthly
56,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-09,2009-09-01,0.39,0.39,M,Monthly
57,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-10,2009-10-01,2.41,2.41,M,Monthly
58,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-11,2009-11-01,1.27,1.27,M,Monthly
59,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2009-12,2009-12-01,0.53,0.53,M,Monthly
60,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-01,2010-01-01,1.85,1.85,M,Monthly
61,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-02,2010-02-01,1.45,1.45,M,Monthly
62,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-03,2010-03-01,0.58,0.58,M,Monthly
63,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-04,2010-04-01,0.6,0.6,M,Monthly
64,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-05,2010-05-01,-0.36,-0.36,M,Monthly
65,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-06,2010-06-01,-0.56,-0.56,M,Monthly
66,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-07,2010-07-01,-0.48,-0.48,M,Monthly
67,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-08,2010-08-01,0.4,0.4,M,Monthly
68,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-09,2010-09-01,1.23,1.23,M,Monthly
69,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-10,2010-10-01,1.83,1.83,M,Monthly
70,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-11,2010-11-01,0.03,0.03,M,Monthly
71,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2010-12,2010-12-01,-0.3,-0.3,M,Monthly
72,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-01,2011-01-01,0.41,0.41,M,Monthly
73,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-02,2011-02-01,0.73,0.73,M,Monthly
74,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-03,2011-03-01,0.42,0.42,M,Monthly
75,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-04,2011-04-01,0.87,0.87,M,Monthly
76,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-05,2011-05-01,2.42,2.42,M,Monthly
77,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-06,2011-06-01,-1.43,-1.43,M,Monthly
78,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-07,2011-07-01,-0.41,-0.41,M,Monthly
79,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-08,2011-08-01,0.73,0.73,M,Monthly
80,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-09,2011-09-01,0.75,0.75,M,Monthly
81,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-10,2011-10-01,3.27,3.27,M,Monthly
82,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-11,2011-11-01,1.73,1.73,M,Monthly
83,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2011-12,2011-12-01,0.58,0.58,M,Monthly
84,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-01,2012-01-01,0.56,0.56,M,Monthly
85,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-02,2012-02-01,0.56,0.56,M,Monthly
86,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-03,2012-03-01,0.41,0.41,M,Monthly
87,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-04,2012-04-01,1.52,1.52,M,Monthly
88,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-05,2012-05-01,-0.21,-0.21,M,Monthly
89,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-06,2012-06-01,-0.9,-0.9,M,Monthly
90,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-07,2012-07-01,-0.23,-0.23,M,Monthly
91,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-08,2012-08-01,0.56,0.56,M,Monthly
92,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-09,2012-09-01,1.03,1.03,M,Monthly
93,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-10,2012-10-01,1.96,1.96,M,Monthly
94,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-11,2012-11-01,0.38,0.38,M,Monthly
95,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2012-12,2012-12-01,0.38,0.38,M,Monthly
96,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-01,2013-01-01,1.65,1.65,M,Monthly
97,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-02,2013-02-01,0.3,0.3,M,Monthly
98,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-03,2013-03-01,0.66,0.66,M,Monthly
99,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-04,2013-04-01,0.42,0.42,M,Monthly
100,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-05,2013-05-01,0.15,0.15,M,Monthly
101,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-06,2013-06-01,0.76,0.76,M,Monthly
102,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-07,2013-07-01,0.31,0.31,M,Monthly
103,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-08,2013-08-01,-0.1,-0.1,M,Monthly
104,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-09,2013-09-01,0.77,0.77,M,Monthly
105,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-10,2013-10-01,1.8,1.8,M,Monthly
106,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-11,2013-11-01,0.01,0.01,M,Monthly
107,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2013-12,2013-12-01,0.46,0.46,M,Monthly
108,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-01,2014-01-01,1.98,1.98,M,Monthly
109,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-02,2014-02-01,0.43,0.43,M,Monthly
110,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-03,2014-03-01,1.13,1.13,M,Monthly
111,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-04,2014-04-01,1.34,1.34,M,Monthly
112,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-05,2014-05-01,0.4,0.4,M,Monthly
113,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-06,2014-06-01,0.31,0.31,M,Monthly
114,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-07,2014-07-01,0.45,0.45,M,Monthly
115,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-08,2014-08-01,0.09,0.09,M,Monthly
116,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-09,2014-09-01,0.14,0.14,M,Monthly
117,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-10,2014-10-01,1.9,1.9,M,Monthly
118,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-11,2014-11-01,0.18,0.18,M,Monthly
119,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2014-12,2014-12-01,-0.44,-0.44,M,Monthly
120,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-01,2015-01-01,1.1,1.1,M,Monthly
121,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-02,2015-02-01,0.71,0.71,M,Monthly
122,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-03,2015-03-01,1.19,1.19,M,Monthly
123,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-04,2015-04-01,1.63,1.63,M,Monthly
124,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-05,2015-05-01,0.56,0.56,M,Monthly
125,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-06,2015-06-01,-0.51,-0.51,M,Monthly
126,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-07,2015-07-01,0.09,0.09,M,Monthly
127,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-08,2015-08-01,0.4,0.4,M,Monthly
128,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-09,2015-09-01,0.89,0.89,M,Monthly
129,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-10,2015-10-01,1.55,1.55,M,Monthly
130,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-11,2015-11-01,0.67,0.67,M,Monthly
131,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2015-12,2015-12-01,0.21,0.21,M,Monthly
132,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-01,2016-01-01,1.82,1.82,M,Monthly
133,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-02,2016-02-01,-0.02,-0.02,M,Monthly
134,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-03,2016-03-01,-0.04,-0.04,M,Monthly
135,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-04,2016-04-01,0.78,0.78,M,Monthly
136,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-05,2016-05-01,0.58,0.58,M,Monthly
137,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-06,2016-06-01,0.47,0.47,M,Monthly
138,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-07,2016-07-01,1.16,1.16,M,Monthly
139,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-08,2016-08-01,-0.29,-0.29,M,Monthly
140,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-09,2016-09-01,0.18,0.18,M,Monthly
141,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-10,2016-10-01,1.44,1.44,M,Monthly
142,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-11,2016-11-01,0.52,0.52,M,Monthly
143,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2016-12,2016-12-01,1.64,1.64,M,Monthly
144,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-01,2017-01-01,2.46,2.46,M,Monthly
145,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-02,2017-02-01,0.81,0.81,M,Monthly
146,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-03,2017-03-01,1.02,1.02,M,Monthly
147,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-04,2017-04-01,1.31,1.31,M,Monthly
148,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-05,2017-05-01,0.45,0.45,M,Monthly
149,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-06,2017-06-01,-0.27,-0.27,M,Monthly
150,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-07,2017-07-01,0.15,0.15,M,Monthly
151,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-08,2017-08-01,0.52,0.52,M,Monthly
152,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-09,2017-09-01,0.65,0.65,M,Monthly
153,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-10,2017-10-01,2.08,2.08,M,Monthly
154,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-11,2017-11-01,1.49,1.49,M,Monthly
155,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2017-12,2017-12-01,0.69,0.69,M,Monthly
156,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2018-01,2018-01-01,1.02,1.02,M,Monthly
157,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2018-02,2018-02-01,0.73,0.73,M,Monthly
158,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2018-03,2018-03-01,0.99,0.99,M,Monthly
159,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2018-04,2018-04-01,1.87,1.87,M,Monthly
160,monthly,TCMB,CPI,Consumer Price Index (2003=100) (TURKSTAT),cpimtm,CPI (Month to Month  % Changes),2018-05,2018-05-01,1.62,1.62,M,Monthly
