,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,Frequency code list,Area code list,Adjustment indicator code list,Balance sheet reference sector breakdown,Balance sheet item,Original maturity,Data Type,Counterpart geo area,Balance sheet counterpart sector,Currency code list,Suffix
349,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-02,1999-02-01,329957.0,329957.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
350,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-03,1999-03-01,330452.0,330452.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
351,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-04,1999-04-01,327809.0,327809.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
352,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-05,1999-05-01,329574.0,329574.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
353,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-06,1999-06-01,338927.0,338927.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
354,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-07,1999-07-01,346647.0,346647.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
355,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-08,1999-08-01,335733.0,335733.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
356,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-09,1999-09-01,334504.0,334504.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
357,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-10,1999-10-01,336524.0,336524.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
358,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-11,1999-11-01,336219.0,336219.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
359,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1999-12,1999-12-01,359172.0,359172.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
360,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-01,2000-01-01,352667.0,352667.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
361,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-02,2000-02-01,348554.0,348554.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
362,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-03,2000-03-01,350605.0,350605.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
363,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-04,2000-04-01,360192.0,360192.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
364,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-05,2000-05-01,356015.0,356015.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
365,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-06,2000-06-01,364915.0,364915.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
366,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-07,2000-07-01,367855.0,367855.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
367,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-08,2000-08-01,361190.0,361190.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
368,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-09,2000-09-01,362969.0,362969.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
369,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-10,2000-10-01,358534.0,358534.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
370,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-11,2000-11-01,358633.0,358633.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
371,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2000-12,2000-12-01,382733.0,382733.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
372,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-01,2001-01-01,374124.0,374124.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
373,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-02,2001-02-01,370030.0,370030.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
374,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-03,2001-03-01,368065.0,368065.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
375,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-04,2001-04-01,373863.0,373863.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
376,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-05,2001-05-01,370121.0,370121.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
377,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-06,2001-06-01,386769.0,386769.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
378,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-07,2001-07-01,386513.0,386513.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
379,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-08,2001-08-01,372693.0,372693.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
380,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-09,2001-09-01,374337.0,374337.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
381,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-10,2001-10-01,373699.0,373699.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
382,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-11,2001-11-01,374323.0,374323.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
383,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2001-12,2001-12-01,406124.0,406124.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
384,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-01,2002-01-01,414970.0,414970.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
385,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-02,2002-02-01,403559.0,403559.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
386,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-03,2002-03-01,406798.0,406798.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
387,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-04,2002-04-01,412854.0,412854.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
388,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-05,2002-05-01,408753.0,408753.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
389,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-06,2002-06-01,420896.0,420896.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
390,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-07,2002-07-01,418784.0,418784.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
391,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-08,2002-08-01,414656.0,414656.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
392,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-09,2002-09-01,425804.0,425804.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
393,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-10,2002-10-01,416702.0,416702.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
394,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-11,2002-11-01,425896.0,425896.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
395,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2002-12,2002-12-01,446985.0,446985.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
396,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-01,2003-01-01,422948.0,422948.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
397,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-02,2003-02-01,420690.0,420690.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
398,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-03,2003-03-01,425515.0,425515.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
399,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-04,2003-04-01,431181.0,431181.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
400,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-05,2003-05-01,436876.0,436876.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
401,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-06,2003-06-01,430014.0,430014.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
402,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-07,2003-07-01,432673.0,432673.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
403,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-08,2003-08-01,426794.0,426794.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
404,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-09,2003-09-01,431797.0,431797.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
405,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-10,2003-10-01,432213.0,432213.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
406,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-11,2003-11-01,434641.0,434641.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
407,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",2003-12,2003-12-01,465056.0,465056.0,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
