,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,Frequency code list,Area code list,Adjustment indicator code list,Balance sheet reference sector breakdown,Balance sheet item,Original maturity,Data Type,Counterpart geo area,Balance sheet counterpart sector,Currency code list,Suffix
0,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-01,1970-01-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
1,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-02,1970-02-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
2,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-03,1970-03-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
3,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-04,1970-04-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
4,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-05,1970-05-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
5,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-06,1970-06-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
6,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-07,1970-07-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
7,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-08,1970-08-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
8,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-09,1970-09-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
9,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-10,1970-10-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
10,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-11,1970-11-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
11,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1970-12,1970-12-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
12,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-01,1971-01-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
13,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-02,1971-02-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
14,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-03,1971-03-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
15,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-04,1971-04-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
16,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-05,1971-05-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
17,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-06,1971-06-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
18,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-07,1971-07-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
19,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-08,1971-08-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
20,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-09,1971-09-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
21,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-10,1971-10-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
22,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-11,1971-11-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
23,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1971-12,1971-12-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
24,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-01,1972-01-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
25,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-02,1972-02-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
26,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-03,1972-03-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
27,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-04,1972-04-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
28,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-05,1972-05-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
29,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-06,1972-06-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
30,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-07,1972-07-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
31,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-08,1972-08-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
32,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-09,1972-09-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
33,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-10,1972-10-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
34,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-11,1972-11-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
35,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1972-12,1972-12-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
36,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-01,1973-01-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
37,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-02,1973-02-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
38,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-03,1973-03-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
39,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-04,1973-04-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
40,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-05,1973-05-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
41,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-06,1973-06-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
42,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-07,1973-07-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
43,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-08,1973-08-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
44,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-09,1973-09-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
45,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-10,1973-10-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
46,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-11,1973-11-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
47,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1973-12,1973-12-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
48,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-01,1974-01-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
49,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-02,1974-02-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
50,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-03,1974-03-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
51,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-04,1974-04-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
52,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-05,1974-05-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
53,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-06,1974-06-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
54,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-07,1974-07-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
55,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-08,1974-08-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
56,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-09,1974-09-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
57,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-10,1974-10-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
58,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-11,1974-11-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
59,monthly,BDF,BSI1,Data on monetary aggregates in France.,M.FR.N.V.M10.A.1.U2.2300.Z01.E,"France monetary agregates, M1 [stocks]",1974-12,1974-12-01,NA,,M,FR,N,V,M10,A,1,U2,2300,Z01,E,Monthly,France,Neither seasonally nor working day adjusted,"MFIs, central government and post office giro institutions",Monetary aggregate M1,Total,Outstanding amounts at the end of the period (stocks),Euro area (changing composition),Non-MFIs excluding central government,All currencies combined,Euro
