,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
1865,1972-10-01,46.9985,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1866,1973-01-01,47.697,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1867,1973-04-01,49.8922,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1868,1973-07-01,50.3911,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1869,1973-10-01,50.3911,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1870,1974-01-01,51.4888,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1871,1974-04-01,53.5842,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1872,1974-07-01,54.0832,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1873,1974-10-01,53.7838,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1874,1975-01-01,53.971,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1875,1975-04-01,54.6616,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1876,1975-07-01,54.6961,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1877,1975-10-01,54.6043,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1878,1976-01-01,54.7284,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1879,1976-04-01,55.4991,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1880,1976-07-01,55.8218,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1881,1976-10-01,56.6793,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1882,1977-01-01,57.208,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1883,1977-04-01,58.4876,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1884,1977-07-01,59.3614,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1885,1977-10-01,60.0432,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1886,1978-01-01,61.1496,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1887,1978-04-01,62.5759,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1888,1978-07-01,63.7837,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1889,1978-10-01,64.7764,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1890,1979-01-01,66.0837,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1891,1979-04-01,68.4638,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1892,1979-07-01,69.7827,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1893,1979-10-01,70.3382,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1894,1980-01-01,71.6468,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1895,1980-04-01,73.3855,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1896,1980-07-01,74.369,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1897,1980-10-01,75.6932,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1898,1981-01-01,77.0065,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1899,1981-04-01,79.2836,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1900,1981-07-01,79.9583,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1901,1981-10-01,79.6284,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1902,1982-01-01,79.7326,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1903,1982-04-01,79.7309,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1904,1982-07-01,79.7565,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1905,1982-10-01,79.4973,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1906,1983-01-01,79.5617,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1907,1983-04-01,80.1649,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1908,1983-07-01,80.2402,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1909,1983-10-01,79.5448,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1910,1984-01-01,78.7464,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1911,1984-04-01,78.3839,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1912,1984-07-01,77.9423,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1913,1984-10-01,77.653,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1914,1985-01-01,77.4733,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1915,1985-04-01,77.187,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1916,1985-07-01,77.423,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1917,1985-10-01,77.4347,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1918,1986-01-01,77.4463,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1919,1986-04-01,77.8886,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1920,1986-07-01,77.7247,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1921,1986-10-01,77.2588,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1922,1987-01-01,76.9067,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1923,1987-04-01,76.7732,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1924,1987-07-01,76.779,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1925,1987-10-01,77.0591,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1926,1988-01-01,77.2305,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1927,1988-04-01,78.0473,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1928,1988-07-01,78.6121,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1929,1988-10-01,78.8156,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1930,1989-01-01,79.3411,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1931,1989-04-01,80.0815,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1932,1989-07-01,81.1588,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1933,1989-10-01,82.4942,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1934,1990-01-01,84.6802,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1935,1990-04-01,86.9685,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1936,1990-07-01,88.11,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1937,1990-10-01,88.4958,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1938,1991-01-01,89.3129,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1939,1991-04-01,91.0994,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1940,1991-07-01,91.8856,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1941,1991-10-01,92.7609,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1942,1992-01-01,94.173,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1943,1992-04-01,95.6909,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1944,1992-07-01,96.8095,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1945,1992-10-01,97.2022,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1946,1993-01-01,98.5622,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1947,1993-04-01,99.7059,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1948,1993-07-01,100.6046,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1949,1993-10-01,101.3845,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1950,1994-01-01,102.4791,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1951,1994-04-01,103.8925,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1952,1994-07-01,104.6079,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1953,1994-10-01,104.4806,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1954,1995-01-01,104.7865,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1955,1995-04-01,105.2013,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1956,1995-07-01,104.919,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1957,1995-10-01,104.5838,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1958,1996-01-01,104.1427,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1959,1996-04-01,103.7034,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1960,1996-07-01,103.3632,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1961,1996-10-01,102.6909,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1962,1997-01-01,102.3454,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1963,1997-04-01,101.7865,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1964,1997-07-01,101.5037,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1965,1997-10-01,101.0726,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1966,1998-01-01,100.6437,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1967,1998-04-01,100.7546,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1968,1998-07-01,100.5913,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1969,1998-10-01,100.704,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1970,1999-01-01,100.6002,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1971,1999-04-01,100.7112,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1972,1999-07-01,100.8278,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1973,1999-10-01,100.9497,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1974,2000-01-01,101.1787,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1975,2000-04-01,101.407,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1976,2000-07-01,101.4607,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1977,2000-10-01,101.4445,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1978,2001-01-01,101.4286,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1979,2001-04-01,101.4126,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1980,2001-07-01,101.3215,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1981,2001-10-01,100.9349,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1982,2002-01-01,100.8732,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1983,2002-04-01,100.8125,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1984,2002-07-01,100.5466,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1985,2002-10-01,100.0703,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1986,2003-01-01,99.8134,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1987,2003-04-01,99.4507,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1988,2003-07-01,98.9976,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1989,2003-10-01,98.4502,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1990,2004-01-01,97.9059,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1991,2004-04-01,98.226,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1992,2004-07-01,97.8461,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1993,2004-10-01,97.5226,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1994,2005-01-01,97.4191,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1995,2005-04-01,96.8872,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1996,2005-07-01,96.7606,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1997,2005-10-01,96.8392,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1998,2006-01-01,95.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
1999,2006-04-01,97.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2000,2006-07-01,98.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2001,2006-10-01,97.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2002,2007-01-01,96.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2003,2007-04-01,96.5,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2004,2007-07-01,97.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2005,2007-10-01,97.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2006,2008-01-01,99.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2007,2008-04-01,100.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2008,2008-07-01,99.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2009,2008-10-01,100.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2010,2009-01-01,100.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2011,2009-04-01,99.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2012,2009-07-01,99.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2013,2009-10-01,99.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2014,2010-01-01,98.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2015,2010-04-01,99.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2016,2010-07-01,100.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2017,2010-10-01,101.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2018,2011-01-01,101.5,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2019,2011-04-01,101.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2020,2011-07-01,103.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2021,2011-10-01,103.2,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2022,2012-01-01,104.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2023,2012-04-01,105.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2024,2012-07-01,105.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2025,2012-10-01,106.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2026,2013-01-01,107.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2027,2013-04-01,108.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2028,2013-07-01,109.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2029,2013-10-01,109.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2030,2014-01-01,109.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2031,2014-04-01,112.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2032,2014-07-01,112.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2033,2014-10-01,112.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2034,2015-01-01,114.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2035,2015-04-01,117.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2036,2015-07-01,117.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2037,2015-10-01,119.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2038,2016-01-01,121.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2039,2016-04-01,125.2,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2040,2016-07-01,127.5,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2041,2016-10-01,129.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2042,2017-01-01,129.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2043,2017-04-01,132.5,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2044,2017-07-01,134.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2045,2017-10-01,137.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2046,2018-01-01,138.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2047,2018-04-01,141.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2048,2018-07-01,144.2,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2049,2018-10-01,146.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2050,2019-01-01,146.0,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2051,2019-04-01,149.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2052,2019-07-01,151.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2053,2019-10-01,155.5,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2054,2020-01-01,156.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2055,2020-04-01,159.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2056,2020-07-01,164.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2057,2020-10-01,169.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2058,2021-01-01,171.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2059,2021-04-01,177.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2060,2021-07-01,185.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2061,2021-10-01,190.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2062,2022-01-01,191.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2063,2022-04-01,194.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2064,2022-07-01,193.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2065,2022-10-01,182.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2066,2023-01-01,178.1,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2067,2023-04-01,175.7,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2068,2023-07-01,173.3,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2069,2023-10-01,169.9,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2070,2024-01-01,168.8,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2071,2024-04-01,171.4,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2072,2024-07-01,172.6,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
2073,2024-10-01,173.2,Selected residential property prices,Q,DE,"Quarterly – Germany – Nominal – Index, 2010 = 100",Q.DE.N.628
