,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
6738,2014-01-01,119.1669,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6739,2014-04-01,120.3452,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6740,2014-07-01,122.2303,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6741,2014-10-01,126.3818,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6742,2015-01-01,130.367,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6743,2015-04-01,134.8581,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6744,2015-07-01,141.1443,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6745,2015-10-01,142.3363,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6746,2016-01-01,147.5275,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6747,2016-04-01,155.3245,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6748,2016-07-01,161.0008,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6749,2016-10-01,162.6503,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6750,2017-01-01,165.381,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6751,2017-04-01,165.6998,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6752,2017-07-01,166.8781,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6753,2017-10-01,169.2484,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6754,2018-01-01,171.3068,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6755,2018-04-01,171.688,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6756,2018-07-01,173.3236,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6757,2018-10-01,174.8623,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6758,2019-01-01,175.7425,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6759,2019-04-01,175.1256,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6760,2019-07-01,178.688,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6761,2019-10-01,183.2138,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6762,2020-01-01,189.0217,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6763,2020-04-01,187.0465,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6764,2020-07-01,196.5346,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6765,2020-10-01,212.6486,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6766,2021-01-01,232.0061,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6767,2021-04-01,240.3853,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6768,2021-07-01,252.8815,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6769,2021-10-01,267.7825,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6770,2022-01-01,263.5409,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6771,2022-04-01,252.6666,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6772,2022-07-01,243.6636,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6773,2022-10-01,238.8952,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6774,2023-01-01,232.7754,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6775,2023-04-01,230.1902,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6776,2023-07-01,233.7665,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6777,2023-10-01,237.4259,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6778,2024-01-01,237.62,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6779,2024-04-01,232.9556,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6780,2024-07-01,231.0219,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6781,2024-10-01,233.1219,Selected residential property prices,Q,NZ,"Quarterly – New Zealand – Nominal – Index, 2010 = 100",Q.NZ.N.628
6782,1998-01-01,59.0857,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6783,1998-04-01,56.7212,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6784,1998-07-01,59.3654,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6785,1998-10-01,61.9132,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6786,1999-01-01,71.0403,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6787,1999-04-01,66.2189,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6788,1999-07-01,66.7405,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6789,1999-10-01,69.4937,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6790,2000-01-01,65.0931,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6791,2000-04-01,66.3565,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6792,2000-07-01,64.7339,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6793,2000-10-01,65.1266,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6794,2001-01-01,58.4434,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6795,2001-04-01,64.9299,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6796,2001-07-01,58.4566,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6797,2001-10-01,60.6535,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6798,2002-01-01,57.8199,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6799,2002-04-01,59.1599,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6800,2002-07-01,68.8154,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6801,2002-10-01,59.6684,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6802,2003-01-01,50.7241,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6803,2003-04-01,55.061,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6804,2003-07-01,51.9545,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6805,2003-10-01,53.3807,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6806,2004-01-01,59.8422,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6807,2004-04-01,60.6225,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6808,2004-07-01,58.4605,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6809,2004-10-01,54.6199,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6810,2005-01-01,59.4955,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6811,2005-04-01,53.076,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6812,2005-07-01,52.8891,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6813,2005-10-01,57.6166,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6814,2006-01-01,57.9886,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6815,2006-04-01,55.6081,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6816,2006-07-01,50.7966,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6817,2006-10-01,53.9737,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6818,2007-01-01,52.1185,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6819,2007-04-01,55.565,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6820,2007-07-01,56.9205,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6821,2007-10-01,62.9638,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6822,2008-01-01,61.1675,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6823,2008-04-01,70.1174,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6824,2008-07-01,79.048,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6825,2008-10-01,80.7951,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6826,2009-01-01,78.6196,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6827,2009-04-01,78.5831,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6828,2009-07-01,85.452,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6829,2009-10-01,86.5187,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6830,2010-01-01,94.9953,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6831,2010-04-01,99.1784,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6832,2010-07-01,101.9988,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6833,2010-10-01,103.8274,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6834,2011-01-01,112.5811,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6835,2011-04-01,118.5388,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6836,2011-07-01,125.5256,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6837,2011-10-01,125.0811,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6838,2012-01-01,134.4645,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6839,2012-04-01,142.3037,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6840,2012-07-01,146.1383,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6841,2012-10-01,149.6073,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6842,2013-01-01,160.0459,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6843,2013-04-01,162.9718,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6844,2013-07-01,164.5198,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6845,2013-10-01,163.8529,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6846,2014-01-01,171.0863,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6847,2014-04-01,178.2897,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6848,2014-07-01,169.7076,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6849,2014-10-01,170.337,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6850,2015-01-01,170.3163,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6851,2015-04-01,168.2133,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6852,2015-07-01,167.5195,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6853,2015-10-01,163.8173,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6854,2016-01-01,160.6317,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6855,2016-04-01,163.6111,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6856,2016-07-01,165.1165,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6857,2016-10-01,167.377,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6858,2017-01-01,168.8773,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6859,2017-04-01,166.2024,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6860,2017-07-01,169.207,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6861,2017-10-01,167.7279,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6862,2018-01-01,167.6095,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6863,2018-04-01,165.842,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6864,2018-07-01,169.9126,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6865,2018-10-01,170.2999,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6866,2019-01-01,171.9173,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6867,2019-04-01,173.6966,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6868,2019-07-01,173.2663,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6869,2019-10-01,169.2388,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6870,2020-01-01,171.3878,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6871,2020-04-01,173.4013,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6872,2020-07-01,174.1416,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6873,2020-10-01,175.7486,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6874,2021-01-01,175.0434,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6875,2021-04-01,175.8926,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6876,2021-07-01,172.9691,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6877,2021-10-01,170.4981,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6878,2022-01-01,171.3539,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6879,2022-04-01,172.9568,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6880,2022-07-01,173.1625,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6881,2022-10-01,173.1242,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6882,2023-01-01,172.5929,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6883,2023-04-01,174.7652,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6884,2023-07-01,175.0558,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6885,2023-10-01,178.202,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6886,2024-01-01,175.2357,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6887,2024-04-01,175.5393,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6888,2024-07-01,175.1899,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6889,2024-10-01,175.6646,Selected residential property prices,Q,PE,"Quarterly – Peru – Nominal – Index, 2010 = 100",Q.PE.N.628
6890,2008-01-01,95.8009,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6891,2008-04-01,100.8353,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6892,2008-07-01,101.118,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6893,2008-10-01,100.9196,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6894,2009-01-01,100.1905,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6895,2009-04-01,100.1924,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6896,2009-07-01,98.9068,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6897,2009-10-01,98.396,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6898,2010-01-01,98.396,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6899,2010-04-01,99.3225,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6900,2010-07-01,100.8124,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6901,2010-10-01,101.4691,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6902,2011-01-01,102.4175,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6903,2011-04-01,105.2168,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6904,2011-07-01,106.31,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6905,2011-10-01,108.3396,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6906,2012-01-01,113.1468,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6907,2012-04-01,114.5038,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6908,2012-07-01,115.1198,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6909,2012-10-01,117.0046,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6910,2013-01-01,121.3693,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6911,2013-04-01,125.6845,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6912,2013-07-01,130.0492,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6913,2013-10-01,134.3643,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6914,2014-01-01,137.7371,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6915,2014-04-01,141.0602,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6916,2014-07-01,144.433,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6917,2014-10-01,147.8057,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6918,2015-01-01,151.4761,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6919,2015-04-01,155.196,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6920,2015-07-01,158.8664,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6921,2015-10-01,162.5863,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6922,2016-01-01,168.1025,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6923,2016-04-01,175.6318,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6924,2016-07-01,172.405,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6925,2016-10-01,174.8635,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6926,2017-01-01,179.3196,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6927,2017-04-01,175.9391,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6928,2017-07-01,175.4782,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6929,2017-10-01,184.544,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6930,2018-01-01,182.5465,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6931,2018-04-01,183.9294,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6932,2018-07-01,183.3148,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6933,2018-10-01,185.466,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6934,2019-01-01,188.3855,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6935,2019-04-01,185.466,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6936,2019-07-01,202.3684,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6937,2019-10-01,204.827,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6938,2020-01-01,212.0489,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6939,2020-04-01,234.7904,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6940,2020-07-01,201.6001,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6941,2020-10-01,206.5172,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
6942,2021-01-01,203.1367,Selected residential property prices,Q,PH,"Quarterly – Philippines – Nominal – Index, 2010 = 100",Q.PH.N.628
