,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
0,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1995-Q1,1995-01-01,112760.0,112760.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
1,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1995-Q2,1995-04-01,114401.0,114401.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
2,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1995-Q3,1995-07-01,115628.0,115628.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
3,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1995-Q4,1995-10-01,117799.0,117799.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
4,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1996-Q1,1996-01-01,119460.0,119460.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
5,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1996-Q2,1996-04-01,121212.0,121212.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
6,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1996-Q3,1996-07-01,123582.0,123582.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
7,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1996-Q4,1996-10-01,124949.0,124949.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
8,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1997-Q1,1997-01-01,126164.0,126164.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
9,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1997-Q2,1997-04-01,127719.0,127719.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
10,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1997-Q3,1997-07-01,130564.0,130564.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
11,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1997-Q4,1997-10-01,134821.0,134821.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
12,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1998-Q1,1998-01-01,134458.0,134458.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
13,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1998-Q2,1998-04-01,137644.0,137644.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
14,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1998-Q3,1998-07-01,139892.0,139892.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
15,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1998-Q4,1998-10-01,143999.0,143999.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
16,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1999-Q1,1999-01-01,144949.0,144949.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
17,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1999-Q2,1999-04-01,147105.0,147105.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
18,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1999-Q3,1999-07-01,149860.0,149860.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
19,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,1999-Q4,1999-10-01,153809.0,153809.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
20,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2000-Q1,2000-01-01,157400.0,157400.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
21,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2000-Q2,2000-04-01,160232.0,160232.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
22,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2000-Q3,2000-07-01,163227.0,163227.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
23,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2000-Q4,2000-10-01,166992.0,166992.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
24,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2001-Q1,2001-01-01,170735.0,170735.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
25,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2001-Q2,2001-04-01,173291.0,173291.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
26,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2001-Q3,2001-07-01,176927.0,176927.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
27,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2001-Q4,2001-10-01,180040.0,180040.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
28,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2002-Q1,2002-01-01,182753.0,182753.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
29,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2002-Q2,2002-04-01,186170.0,186170.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
30,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2002-Q3,2002-07-01,188931.0,188931.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
31,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2002-Q4,2002-10-01,191698.0,191698.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
32,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2003-Q1,2003-01-01,195380.0,195380.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
33,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2003-Q2,2003-04-01,199288.0,199288.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
34,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2003-Q3,2003-07-01,202014.0,202014.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
35,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2003-Q4,2003-10-01,205584.0,205584.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
36,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2004-Q1,2004-01-01,209190.0,209190.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
37,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2004-Q2,2004-04-01,212367.0,212367.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
38,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2004-Q3,2004-07-01,216525.0,216525.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
39,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2004-Q4,2004-10-01,221355.0,221355.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
40,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2005-Q1,2005-01-01,224814.0,224814.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
41,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2005-Q2,2005-04-01,229433.0,229433.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
42,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2005-Q3,2005-07-01,233904.0,233904.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
43,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2005-Q4,2005-10-01,239206.0,239206.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
44,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2006-Q1,2006-01-01,243627.0,243627.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
45,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2006-Q2,2006-04-01,249021.0,249021.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
46,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2006-Q3,2006-07-01,253409.0,253409.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
47,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2006-Q4,2006-10-01,257766.0,257766.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
48,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2007-Q1,2007-01-01,263773.0,263773.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
49,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2007-Q2,2007-04-01,267333.0,267333.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
50,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2007-Q3,2007-07-01,269354.0,269354.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
51,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2007-Q4,2007-10-01,275079.0,275079.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
52,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2008-Q1,2008-01-01,277657.0,277657.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
53,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2008-Q2,2008-04-01,278983.0,278983.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
54,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2008-Q3,2008-07-01,277456.0,277456.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
55,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2008-Q4,2008-10-01,275445.0,275445.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
56,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2009-Q1,2009-01-01,269199.0,269199.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
57,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2009-Q2,2009-04-01,267165.0,267165.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
58,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2009-Q3,2009-07-01,266711.0,266711.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
59,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2009-Q4,2009-10-01,266248.0,266248.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
60,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2010-Q1,2010-01-01,268031.0,268031.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
61,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2010-Q2,2010-04-01,267355.0,267355.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
62,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2010-Q3,2010-07-01,267959.0,267959.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
63,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2010-Q4,2010-10-01,269364.0,269364.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
64,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2011-Q1,2011-01-01,267991.0,267991.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
65,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2011-Q2,2011-04-01,267784.0,267784.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
66,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2011-Q3,2011-07-01,265547.0,265547.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
67,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2011-Q4,2011-10-01,262441.0,262441.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
68,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2012-Q1,2012-01-01,261476.0,261476.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
69,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2012-Q2,2012-04-01,258841.0,258841.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
70,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2012-Q3,2012-07-01,257494.0,257494.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
71,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2012-Q4,2012-10-01,253293.0,253293.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
72,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2013-Q1,2013-01-01,255947.0,255947.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
73,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2013-Q2,2013-04-01,255243.0,255243.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
74,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2013-Q3,2013-07-01,254906.0,254906.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
75,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2013-Q4,2013-10-01,254581.0,254581.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
76,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2014-Q1,2014-01-01,256405.0,256405.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
77,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2014-Q2,2014-04-01,257113.0,257113.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
