,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
6,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1996-Q3,1996-07-01,-343.0,-343.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
7,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1996-Q4,1996-10-01,1387.0,1387.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
8,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1997-Q1,1997-01-01,-1631.0,-1631.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
9,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1997-Q2,1997-04-01,2144.0,2144.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
10,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1997-Q3,1997-07-01,-463.0,-463.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
11,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1997-Q4,1997-10-01,1124.0,1124.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
12,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1998-Q1,1998-01-01,-1638.0,-1638.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
13,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1998-Q2,1998-04-01,1994.0,1994.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
14,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1998-Q3,1998-07-01,393.0,393.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
15,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1998-Q4,1998-10-01,1514.0,1514.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
16,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1999-Q1,1999-01-01,-1358.0,-1358.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
17,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1999-Q2,1999-04-01,2366.0,2366.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
18,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1999-Q3,1999-07-01,823.0,823.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
19,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,1999-Q4,1999-10-01,1561.0,1561.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
20,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2000-Q1,2000-01-01,-1701.0,-1701.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
21,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2000-Q2,2000-04-01,2683.0,2683.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
22,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2000-Q3,2000-07-01,648.0,648.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
23,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2000-Q4,2000-10-01,1275.0,1275.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
24,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2001-Q1,2001-01-01,-1864.0,-1864.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
25,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2001-Q2,2001-04-01,2601.0,2601.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
26,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2001-Q3,2001-07-01,469.0,469.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
27,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2001-Q4,2001-10-01,1267.0,1267.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
28,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2002-Q1,2002-01-01,-1975.0,-1975.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
29,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2002-Q2,2002-04-01,2234.0,2234.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
30,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2002-Q3,2002-07-01,243.0,243.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
31,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2002-Q4,2002-10-01,1634.0,1634.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
32,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2003-Q1,2003-01-01,-1198.0,-1198.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
33,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2003-Q2,2003-04-01,1070.0,1070.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
34,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2003-Q3,2003-07-01,571.0,571.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
35,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2003-Q4,2003-10-01,934.0,934.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
36,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2004-Q1,2004-01-01,-2674.0,-2674.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
37,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2004-Q2,2004-04-01,2558.0,2558.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
38,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2004-Q3,2004-07-01,438.0,438.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
39,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2004-Q4,2004-10-01,1701.0,1701.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
40,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2005-Q1,2005-01-01,-2161.0,-2161.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
41,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2005-Q2,2005-04-01,1984.0,1984.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
42,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2005-Q3,2005-07-01,768.0,768.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
43,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2005-Q4,2005-10-01,1538.0,1538.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
44,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2006-Q1,2006-01-01,-680.0,-680.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
45,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2006-Q2,2006-04-01,1208.0,1208.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
46,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2006-Q3,2006-07-01,952.0,952.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
47,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2006-Q4,2006-10-01,2167.0,2167.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
48,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2007-Q1,2007-01-01,-1848.0,-1848.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
49,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2007-Q2,2007-04-01,2230.0,2230.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
50,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2007-Q3,2007-07-01,2197.0,2197.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
51,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2007-Q4,2007-10-01,3317.0,3317.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
52,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2008-Q1,2008-01-01,-4164.0,-4164.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
53,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2008-Q2,2008-04-01,3374.0,3374.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
54,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2008-Q3,2008-07-01,1943.0,1943.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
55,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2008-Q4,2008-10-01,3255.0,3255.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
56,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2009-Q1,2009-01-01,-8600.0,-8600.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
57,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2009-Q2,2009-04-01,2316.0,2316.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
58,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2009-Q3,2009-07-01,2430.0,2430.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
59,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2009-Q4,2009-10-01,3796.0,3796.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
60,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2010-Q1,2010-01-01,-3488.0,-3488.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
61,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2010-Q2,2010-04-01,2524.0,2524.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
62,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2010-Q3,2010-07-01,1514.0,1514.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
63,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2010-Q4,2010-10-01,2912.0,2912.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
64,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2011-Q1,2011-01-01,-1833.0,-1833.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
65,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2011-Q2,2011-04-01,1562.0,1562.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
66,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2011-Q3,2011-07-01,1028.0,1028.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
67,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2011-Q4,2011-10-01,2793.0,2793.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
68,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2012-Q1,2012-01-01,-3101.0,-3101.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
69,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2012-Q2,2012-04-01,-845.0,-845.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
70,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2012-Q3,2012-07-01,-506.0,-506.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
71,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2012-Q4,2012-10-01,788.0,788.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
72,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2013-Q1,2013-01-01,-3662.0,-3662.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
73,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2013-Q2,2013-04-01,-479.0,-479.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
74,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2013-Q3,2013-07-01,-186.0,-186.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
75,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2013-Q4,2013-10-01,687.0,687.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
76,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2014-Q1,2014-01-01,-2859.0,-2859.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
77,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2014-Q2,2014-04-01,-415.0,-415.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
78,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2014-Q3,2014-07-01,91.0,91.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
79,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2014-Q4,2014-10-01,2753.0,2753.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
80,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2015-Q1,2015-01-01,-611.0,-611.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
81,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2015-Q2,2015-04-01,1077.0,1077.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
82,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2015-Q3,2015-07-01,2324.0,2324.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
83,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2015-Q4,2015-10-01,5754.0,5754.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
84,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2016-Q1,2016-01-01,-440.0,-440.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
85,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2016-Q2,2016-04-01,1030.0,1030.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
86,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2016-Q3,2016-07-01,1453.0,1453.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
87,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4974,National Total. Seasonally and calendar unadjusted data. Variation in stocks. Base data. Current prices.,2016-Q4,2016-10-01,4728.0,4728.0,72,p52,,,pcorr,n,00,euros,Base data,Variation in stocks,,,Current prices,Seasonally and calendar unadjusted data,National Total,Euros
