,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,SUBJECT,MEASURE,FREQUENCY,Country,Subject,Measure,Frequency
3335,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2010,2010-01-01,8.47613383683333,8.47613383683333,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3336,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2011,2011-01-01,8.10322703558333,8.10322703558333,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3337,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2012,2012-01-01,6.82057621541667,6.82057621541667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3338,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2013,2013-01-01,6.4979839955,6.4979839955,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3339,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2014,2014-01-01,7.05663325666667,7.05663325666667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3340,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2015,2015-01-01,7.87191558033333,7.87191558033333,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3341,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2016,2016-01-01,7.9225,7.9225,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3342,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2017,2017-01-01,6.81666666666667,6.81666666666667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3343,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2018,2018-01-01,7.00916666666666,7.00916666666666,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3344,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2019,2019-01-01,6.4975,6.4975,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3345,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2020,2020-01-01,6.33333333333334,6.33333333333334,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3346,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2021,2021-01-01,7.62416666666667,7.62416666666667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3347,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2022,2022-01-01,11.6391666666667,11.6391666666667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3348,annual,OECD,MEI,Main Economic Indicators Publication,COL.IRLTLT01.ST.A,"Colombia – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2023,2023-01-01,11.3391666666667,11.3391666666667,COL,IRLTLT01,ST,A,Colombia,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3349,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1997,1997-01-01,74.6256638196271,74.6256638196271,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3350,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1998,1998-01-01,75.7330555450475,75.7330555450475,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3351,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1999,1999-01-01,74.262333803826,74.262333803826,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3352,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2000,2000-01-01,75.5700413419021,75.5700413419021,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3353,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2001,2001-01-01,78.8895116974678,78.8895116974678,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3354,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2002,2002-01-01,77.9400576600041,77.9400576600041,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3355,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2003,2003-01-01,73.2997561879516,73.2997561879516,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3356,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2004,2004-01-01,71.3149910911334,71.3149910911334,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3357,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2005,2005-01-01,70.8558403519243,70.8558403519243,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3358,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2006,2006-01-01,71.1502796554666,71.1502796554666,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3359,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2007,2007-01-01,72.6772925829098,72.6772925829098,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3360,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2008,2008-01-01,75.9071529883471,75.9071529883471,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3361,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2009,2009-01-01,77.5103294297908,77.5103294297908,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3362,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2010,2010-01-01,85.6403168807354,85.6403168807354,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3363,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2011,2011-01-01,88.2638131373393,88.2638131373393,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3364,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2012,2012-01-01,91.5687505769563,91.5687505769563,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3365,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2013,2013-01-01,96.0267299539222,96.0267299539222,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3366,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2014,2014-01-01,93.6016778766999,93.6016778766999,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3367,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2015,2015-01-01,100.0,100.0,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3368,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2016,2016-01-01,99.054006197908,99.054006197908,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3369,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2017,2017-01-01,93.9086091282957,93.9086091282957,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3370,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2018,2018-01-01,92.0081029628936,92.0081029628936,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3371,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2019,2019-01-01,92.3307571923253,92.3307571923253,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3372,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2020,2020-01-01,93.5417648158498,93.5417648158498,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3373,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2021,2021-01-01,84.7823642820197,84.7823642820197,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3374,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2022,2022-01-01,84.7996989895287,84.7996989895287,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3375,annual,OECD,MEI,Main Economic Indicators Publication,CRI.CCRETT01.IXOB.A,Costa Rica – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2023,2023-01-01,97.1732607280355,97.1732607280355,CRI,CCRETT01,IXOB,A,Costa Rica,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3376,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2014,2014-01-01,9.70416666666666,9.70416666666666,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3377,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2015,2015-01-01,10.1033333333333,10.1033333333333,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3378,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2016,2016-01-01,8.72083333333333,8.72083333333333,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3379,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2017,2017-01-01,8.7975,8.7975,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3380,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2018,2018-01-01,10.0527272727273,10.0527272727273,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3381,annual,OECD,MEI,Main Economic Indicators Publication,CRI.IRLTLT01.ST.A,"Costa Rica – Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark) – Level, rate or national currency – Annual",2019,2019-01-01,10.3363636363636,10.3363636363636,CRI,IRLTLT01,ST,A,Costa Rica,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark),"Level, rate or national currency",Annual
3382,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1993,1993-01-01,57.6959892107026,57.6959892107026,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3383,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1994,1994-01-01,60.5347007509908,60.5347007509908,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3384,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1995,1995-01-01,62.5071488116262,62.5071488116262,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3385,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1996,1996-01-01,66.5698515577234,66.5698515577234,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3386,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1997,1997-01-01,67.3793311823762,67.3793311823762,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3387,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1998,1998-01-01,74.5216710662818,74.5216710662818,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3388,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,1999,1999-01-01,75.1291597539376,75.1291597539376,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3389,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2000,2000-01-01,76.0692276025785,76.0692276025785,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3390,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2001,2001-01-01,80.4318462390452,80.4318462390452,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3391,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2002,2002-01-01,89.2746281138047,89.2746281138047,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3392,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2003,2003-01-01,86.9263026274606,86.9263026274606,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3393,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2004,2004-01-01,87.4862665895,87.4862665895,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3394,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2005,2005-01-01,92.3151788094257,92.3151788094257,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3395,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2006,2006-01-01,96.8592891890778,96.8592891890778,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3396,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2007,2007-01-01,98.8139361859023,98.8139361859023,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3397,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2008,2008-01-01,112.229124249758,112.229124249758,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3398,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2009,2009-01-01,108.182439448258,108.182439448258,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3399,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2010,2010-01-01,109.876990064544,109.876990064544,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3400,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2011,2011-01-01,111.968234344924,111.968234344924,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3401,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2012,2012-01-01,108.835837645226,108.835837645226,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3402,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2013,2013-01-01,106.037766382491,106.037766382491,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3403,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2014,2014-01-01,100.316516091595,100.316516091595,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3404,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2015,2015-01-01,100.0,100.0,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3405,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2016,2016-01-01,102.538574199074,102.538574199074,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3406,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2017,2017-01-01,106.107277877923,106.107277877923,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3407,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2018,2018-01-01,110.333778187433,110.333778187433,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3408,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2019,2019-01-01,110.945991490751,110.945991490751,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
3409,annual,OECD,MEI,Main Economic Indicators Publication,CZE.CCRETT01.IXOB.A,Czechia – Currency Conversions > Real effective exchange rates > Overall Economy > CPI – Index 2015=100 – Annual,2020,2020-01-01,111.331040281417,111.331040281417,CZE,CCRETT01,IXOB,A,Czechia,Currency Conversions > Real effective exchange rates > Overall Economy > CPI,Index 2015=100,Annual
