,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,SUBJECT,MEASURE,FREQUENCY,Country,Subject,Measure,Frequency
116,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2013,2013-01-01,531.716666666667,531.716666666667,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
117,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2014,2014-01-01,599.1,599.1,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
118,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2015,2015-01-01,687.441666666667,687.441666666667,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
119,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2016,2016-01-01,753.525,753.525,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
120,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2017,2017-01-01,824.691666666666,824.691666666666,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
121,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2018,2018-01-01,869.016666666667,869.016666666667,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
122,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2019,2019-01-01,968.825,968.825,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
123,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2020,2020-01-01,1255.525,1255.525,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
124,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2021,2021-01-01,1502.35833333333,1502.35833333333,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
125,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2022,2022-01-01,1662.23333333333,1662.23333333333,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
126,annual,OECD,MEI,Main Economic Indicators Publication,AUS.MANMM101.STSA.A,"Australia – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2023,2023-01-01,1628.64166666667,1628.64166666667,AUS,MANMM101,STSA,A,Australia,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
127,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1994,1994-01-01,154.544078,154.544078,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
128,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1995,1995-01-01,225.00055,225.00055,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
129,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1996,1996-01-01,285.941487,285.941487,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
130,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1997,1997-01-01,340.207789,340.207789,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
131,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1998,1998-01-01,376.014554,376.014554,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
132,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1999,1999-01-01,468.728479,468.728479,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
133,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2000,2000-01-01,556.577046,556.577046,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
134,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2001,2001-01-01,627.745633,627.745633,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
135,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2002,2002-01-01,691.107613,691.107613,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
136,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2003,2003-01-01,841.738413,841.738413,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
137,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2004,2004-01-01,990.547645,990.547645,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
138,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2005,2005-01-01,1166.453388,1166.453388,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
139,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2006,2006-01-01,1365.957852,1365.957852,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
140,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2007,2007-01-01,1600.005607,1600.005607,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
141,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2008,2008-01-01,1894.808837,1894.808837,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
142,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2009,2009-01-01,2196.530424,2196.530424,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
143,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2010,2010-01-01,2681.421355,2681.421355,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
144,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2011,2011-01-01,3126.468029,3126.468029,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
145,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2012,2012-01-01,3609.680508,3609.680508,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
146,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2013,2013-01-01,3947.967099,3947.967099,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
147,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2014,2014-01-01,4438.289475,4438.289475,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
148,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2015,2015-01-01,4854.978073,4854.978073,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
149,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2016,2016-01-01,5370.570893,5370.570893,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
150,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2017,2017-01-01,5770.354874,5770.354874,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
151,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2018,2018-01-01,6327.699486,6327.699486,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
152,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2019,2019-01-01,6813.474032,6813.474032,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
153,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2020,2020-01-01,8035.557724,8035.557724,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
154,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2021,2021-01-01,8814.965194,8814.965194,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
155,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MABMM301.STSA.A,"Brazil – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",2022,2022-01-01,9684.513336,9684.513336,BRA,MABMM301,STSA,A,Brazil,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
156,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1994,1994-01-01,22.772664,22.772664,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
157,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1995,1995-01-01,28.492903,28.492903,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
158,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1996,1996-01-01,29.807483,29.807483,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
159,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1997,1997-01-01,47.362722,47.362722,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
160,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1998,1998-01-01,50.707266,50.707266,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
161,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",1999,1999-01-01,62.744441,62.744441,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
162,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2000,2000-01-01,74.352468,74.352468,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
163,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2001,2001-01-01,85.319761,85.319761,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
164,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2002,2002-01-01,110.334243,110.334243,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
165,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2003,2003-01-01,112.76587,112.76587,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
166,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2004,2004-01-01,129.659697,129.659697,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
167,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2005,2005-01-01,146.745131,146.745131,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
168,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2006,2006-01-01,176.889613,176.889613,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
169,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2007,2007-01-01,235.075119,235.075119,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
170,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2008,2008-01-01,227.166817,227.166817,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
171,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2009,2009-01-01,254.714119,254.714119,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
172,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2010,2010-01-01,287.739157,287.739157,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
173,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2011,2011-01-01,292.168445,292.168445,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
174,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2012,2012-01-01,333.485628,333.485628,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
175,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2013,2013-01-01,354.650948,354.650948,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
176,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2014,2014-01-01,363.361535,363.361535,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
177,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2015,2015-01-01,347.220589,347.220589,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
178,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2016,2016-01-01,363.028546,363.028546,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
179,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2017,2017-01-01,383.839562,383.839562,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
180,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2018,2018-01-01,410.226239,410.226239,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
181,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2019,2019-01-01,447.721783,447.721783,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
182,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2020,2020-01-01,641.107547,641.107547,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
183,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2021,2021-01-01,653.420212,653.420212,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
184,annual,OECD,MEI,Main Economic Indicators Publication,BRA.MANMM101.STSA.A,"Brazil – Monetary aggregates and their components > Narrow money and components > M1 and components > M1 – Level, rate or national currency, s.a. – Annual",2022,2022-01-01,645.798347,645.798347,BRA,MANMM101,STSA,A,Brazil,Monetary aggregates and their components > Narrow money and components > M1 and components > M1,"Level, rate or national currency, s.a.",Annual
185,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1970,1970-01-01,39.7111666666667,39.7111666666667,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
186,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1971,1971-01-01,43.936,43.936,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
187,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1972,1972-01-01,50.2054166666667,50.2054166666667,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
188,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1973,1973-01-01,58.1386666666667,58.1386666666667,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
189,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1974,1974-01-01,72.7165,72.7165,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
190,annual,OECD,MEI,Main Economic Indicators Publication,CAN.MABMM301.STSA.A,"Canada – Monetary aggregates and their components > Broad money and components > M3 > M3 – Level, rate or national currency, s.a. – Annual",1975,1975-01-01,83.5961666666667,83.5961666666667,CAN,MABMM301,STSA,A,Canada,Monetary aggregates and their components > Broad money and components > M3 > M3,"Level, rate or national currency, s.a.",Annual
